"","Name","Platform","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Developer"
"13638","SPRay","Wii","2008","Action","Tecmo Koei",0.04,42,4.5,"EKO Software"
"13639","Outlaw Tennis","XB","2005","Sports","Global Star",0.04,66,7.7,"Hypnotix"
"13645","Brothers: A Tale of Two Sons","XOne","2015","Adventure","505 Games",0.04,81,8.9,"Starbreeze"
"13648","Attack of the Movies 3D","X360","2010","Shooter","Majesco Entertainment",0.04,38,1.7,"Panic Button"
"13656","Secret Files: Tunguska","PC","2006","Adventure","DreamCatcher Interactive",0.04,66,7.4,"Fusionsphere Systems"
"13659","NASCAR 07","XB","2006","Racing","Electronic Arts",0.04,72,7,"EA Tiburon"
"13660","Dance Dance Revolution Disney Mix","PS","2000","Simulation","Konami Digital Entertainment",0.04,74,8.3,"Konami"
"13669","Nitroplus Blasterz: Heroines Infinite Duel","PS4","2015","Fighting","Marvelous Interactive",0.04,70,6.9,"Examu, Marvelous Inc."
"13671","Thrillville: Off the Rails","DS","2007","Strategy","LucasArts",0.04,59,6.2,"DC Studios"
"13673","Bloody Roar Extreme","XB","2003","Fighting","Hudson Soft",0.04,61,8.6,"Eighting/Raizing"
"13674","Clockwork Empires","PC","N/A","Strategy","Unknown",0.04,58,3.8,"Gaslamp Games"
"13675","Split/Second","PC","2010","Racing","Disney Interactive Studios",0.04,79,8.2,"Black Rock Studio"
"13677","Resident Evil 6","PC","2012","Shooter","Capcom",0.04,69,5.9,"Capcom, QLOC"
"13679","Dead Head Fred","PSP","2007","Action","D3Publisher",0.04,75,7.3,"Vicious Cycle"
"13691","Ride to Hell","PS3","2013","Racing","Deep Silver",0.04,13,1,"Eutechnyx, Deep Silver"
"13692","Need for Speed: ProStreet","PC","2007","Racing","Electronic Arts",0.04,70,5.9,"EA Games"
"13693","Digimon Rumble Arena 2","GC","2004","Fighting","Atari",0.04,71,8.1,"Black Ship Games"
"13696","Gravity Falls: Legend of the Gnome Gemulets","3DS","2015","Action","Ubisoft",0.04,46,5.8,"Ubisoft Osaka"
"13697","Rodea the Sky Soldier","3DS","2015","Action","Nippon Ichi Software",0.04,45,5.6,"Prope, Kadokawa"
"13705","Hellboy: The Science of Evil","PSP","2008","Action","Konami Digital Entertainment",0.04,42,7.1,"Krome Studios"
"13711","The Sims Deluxe","PC","2002","Simulation","Electronic Arts",0.04,92,8.2,"Maxis"
"13716","LEGO Indiana Jones: The Original Adventures","PC","2008","Action","LucasArts",0.04,78,7.7,"Traveller's Tales"
"13718","The Sims 2: Pets","PC","2006","Simulation","Electronic Arts",0.04,76,7.7,"Maxis"
"13719","Deadliest Warrior: Ancient Combat","X360","2012","Fighting","Cloud Imperium Games Corporation",0.04,37,6.3,"Pipeworks Software, Inc."
"13725","The Kore Gang","Wii","2010","Platform","Flashpoint Games",0.04,70,8.6,"Snap Dragon Games"
"13731","Rugby Challenge 3","PS4","2016","Sports","Alternative Software",0.04,64,6.8,"Wicked Witch Software"
"13734","Blood Bowl","PC","2009","Sports","Focus Home Interactive",0.04,72,6.5,"Cyanide"
"13735","Port Royale 2","PC","2004","Strategy","Ascaron Entertainment GmbH",0.04,75,7.7,"Ascaron Entertainment GmbH"
"13736","Star Trek: Shattered Universe","XB","2004","Simulation","Global Star",0.04,41,4,"Starsphere Interactive"
"13737","Company of Heroes: Tales of Valor","PC","2009","Strategy","THQ",0.04,70,7.2,"Relic"
"13741","Guilty Gear XX Accent Core","Wii","2007","Fighting","505 Games",0.04,75,8.4,"Arc System Works"
"13743","WarJetz","PS2","2001","Shooter","3DO",0.04,59,5.5,"3DO"
"13746","Stellaris","PC","2016","Strategy","Paradox Interactive",0.04,78,8,"Paradox Development Studio"
"13749","Devil May Cry 4","PC","2008","Action","Capcom",0.04,78,8.5,"Capcom"
"13756","Barnyard","Wii","2006","Action","THQ",0.04,65,5.7,"Blue Tongue Entertainment"
"13762","Test Drive: Ferrari Legends","PS3","2012","Racing","Unknown",0.04,62,4.9,"Atari, Slightly Mad Studios, Atari SA"
"13763","Heroes of Might and Magic V","PC","2006","Strategy","Ubisoft",0.04,77,7.9,"Nival Interactive"
"13771","Metal Gear Solid: Digital Graphic Novel","PSP","2006","Misc","Konami Digital Entertainment",0.04,78,7.2,"Kojima Productions"
"13773","Aeon Flux","PS2","2005","Action","THQ",0.04,66,5.8,"Terminal Reality"
"13775","Age of Mythology: The Titans","PC","2003","Strategy","Microsoft Game Studios",0.04,84,8.7,"Ensemble Studios"
"13778","Psycho-Pass: Mandatory Happiness","PS4","2016","Adventure","Nippon Ichi Software",0.04,72,8.3,"5pb"
"13780","Virtua Tennis 4","PC","2011","Sports","Sega",0.04,66,7.3,"Sega"
"13782","Shattered Union","XB","2005","Strategy","Take-Two Interactive",0.04,66,6.9,"PopTop Software"
"13783","GRID","PC","N/A","Racing","Codemasters",0.04,87,7.9,"Codemasters"
"13788","Unchained Blades ","3DS","2011","Role-Playing","FuRyu",0.04,65,7.8,"FuRyu"
"13789","Terraria","XOne","2014","Action","505 Games",0.04,84,7.7,"Engine Software"
"13791","Company of Heroes: Opposing Fronts","PC","2007","Strategy","THQ",0.04,87,8.6,"Relic"
"13794","NHL Hitz Pro","GC","N/A","Sports","Unknown",0.04,81,7.8,"Next Level Games"
"13806","Superman: Countdown to Apokolips","GBA","2003","Platform","Atari",0.04,47,5.7,"Mistic Software"
"13812","Worms 4: Mayhem","XB","2005","Strategy","Codemasters",0.04,69,9.2,"Team 17"
"13814","Rise of Nations","PC","2003","Strategy","Microsoft Game Studios",0.04,89,9,"Big Huge Games"
"13818","Men of War: Vietnam","PC","2011","Strategy","Unknown",0.04,68,4.9,"Best Way"
"13820","Imperial Glory","PC","2005","Strategy","Eidos Interactive",0.04,69,8.4,"Pyro Studios"
"13824","Antz Extreme Racing","PS2","2002","Racing","Empire Interactive",0.04,31,5,"Empire Interactive"
"13834","Samurai Warriors 2: Empires","X360","2007","Action","Tecmo Koei",0.04,53,8.5,"Omega Force"
"13835","Metal Slug XX","PSP","2009","Shooter","DHM Interactive",0.04,67,6.1,"SNK Playmore"
"13837","Patrician IV","PC","2010","Strategy","Kalypso Media",0.04,66,6.4,"Gaming Minds Studios"
"13839","Fisherman's Challenge","PS2","2003","Sports","Konami Digital Entertainment",0.04,67,7.5,"Konami"
"13843","Resident Evil: Revelations","PC","2013","Action","Capcom",0.04,77,7,"Capcom"
"13848","The Da Vinci Code","XB","2006","Action","Take-Two Interactive",0.04,52,2.8,"Double Helix Games"
"13856","Pure Pinball","XB","2004","Misc","XS Games",0.04,68,8.5,"Iridon Interactive AB"
"13870","Headhunter: Redemption","PS2","2004","Action","Sega",0.04,62,6.7,"Amuze"
"13875","Dead Rising","PS4","2016","Action","Capcom",0.04,78,6.6,"Capcom"
"13877","Grand Theft Auto: Vice City","PC","2003","Action","Take-Two Interactive",0.04,94,8.8,"Rockstar North"
"13881","Surf's Up","PS3","2007","Sports","Ubisoft",0.04,59,5.1,"Ubisoft Montreal"
"13886","SWAT: Target Liberty","PSP","2007","Shooter","Vivendi Games",0.04,50,7.7,"3G Studios"
"13887","Twin Strike: Operation Thunder","Wii","2008","Shooter","Zoo Games",0.04,50,8.3,"Naps Team"
"13888","CSI: Fatal Conspiracy","PC","2010","Adventure","Ubisoft",0.04,47,5.5,"Telltale Games"
"13889","Bomberman: Act Zero","X360","2006","Puzzle","Konami Digital Entertainment",0.04,34,2.2,"Hudson"
"13891","Empire Earth III","PC","2007","Strategy","Vivendi Games",0.04,50,2.8,"Mad Doc Software"
"13896","Resident Evil: Operation Raccoon City","PC","2012","Action","Capcom",0.04,48,3.8,"Slant Six"
"13900","Dreamfall: The Longest Journey","XB","2006","Adventure","Empire Interactive",0.04,73,8.8,"Funcom"
"13905","JASF: Jane's Advanced Strike Fighters","PC","2011","Simulation","Deep Silver",0.04,48,3.1,"Trickstar Games"
"13919","Brothers In Arms DS","DS","2007","Shooter","Ubisoft",0.04,72,8,"Gameloft"
"13924","Off-Road Drive","PC","2011","Racing","1C Company",0.04,60,6.4,"Avalon Style"
"13928","Colin McRae Rally 3","XB","2002","Racing","Codemasters",0.04,86,7.4,"Codemasters"
"13932","TMNT","DS","2007","Action","Ubisoft",0.04,42,2.2,"Ubisoft Quebec"
"13937","Stolen","PS2","2005","Action","Hip Interactive",0.04,51,7.4,"Blue 52"
"13940","Stoked: Big Air Edition","X360","2009","Sports","Namco Bandai Games",0.04,72,7.7,"Bongfish"
"13943","LEGO Jurassic World","PC","2015","Action","Warner Bros. Interactive Entertainment",0.04,72,7.1,"TT Games"
"13944","Pro Race Driver","XB","2003","Racing","Codemasters",0.04,80,7.5,"Codemasters"
"13952","The Movies","PC","2005","Simulation","Activision",0.04,84,8.3,"Lionhead Studios"
"13959","FIFA World Cup Germany 2006","DS","2006","Sports","Electronic Arts",0.04,71,7.2,"EA Canada"
"13965","Supreme Commander: Forged Alliance","PC","2007","Strategy","THQ",0.04,81,8.9,"Gas Powered Games"
"13969","Dragon Ball: Advanced Adventure","GBA","2004","Action","Namco Bandai Games",0.04,75,8.5,"Dimps Corporation"
"13975","Lost Planet 3","PC","2013","Shooter","Capcom",0.04,61,6.2,"Spark Unlimited"
"13978","Echo Night Beyond","PS2","2004","Adventure","Indie Games",0.04,60,8.8,"From Software"
"13979","Meteos: Disney Magic","DS","2007","Puzzle","Disney Interactive Studios",0.04,74,6.6,"Q Entertainment"
"13986","Beyblade Evolution","3DS","2013","Action","Rising Star Games",0.04,49,6.3,"Rising Star Games"
"13989","Castlevania: Lords of Shadow 2","PC","2014","Action","Konami Digital Entertainment",0.04,58,7.7,"Mercury Steam"
"13990","Greg Hastings' Tournament Paintball Max'd","DS","2006","Shooter","Activision",0.04,39,7.4,"Nightlight Studios"
"13993","Halo: Combat Evolved","PC","2003","Shooter","Microsoft Game Studios",0.04,83,7.4,"Gearbox Software"
"13995","Exist Archive: The Other Side of the Sky","PS4","2015","Role-Playing","Aksys Games",0.04,69,7.9,"Tri-Ace"
"13997","Little Red Riding Hood's Zombie BBQ","DS","2008","Shooter","Destineer",0.04,68,7.3,"EnjoyUp Games"
"14003","Assassin's Creed Chronicles: China","PS4","2015","Action","Ubisoft",0.04,69,6.4,"Climax Group, Climax Studios"
"14005","Worms: Ultimate Mayhem","PC","2011","Strategy","Unknown",0.04,66,7.8,"Team 17"
"14006","Rugby 08","PS2","2007","Sports","Electronic Arts",0.04,74,7.4,"EA Canada"
"14009","Caesar IV","PC","2006","Strategy","Vivendi Games",0.04,74,7.6,"Tilted Mill"
"14011","Ferrari Challenge Trofeo Pirelli","PS3","2008","Racing","System 3 Arcade Software",0.04,71,6.2,"Eutechnyx"
"14012","Cy Girls","PS2","2004","Action","Konami Digital Entertainment",0.04,53,8.8,"KCEJ"
"14013","Ray Gigant","PSV","2015","Role-Playing","Namco Bandai Games",0.04,72,8.1,"Bandai Namco Games"
"14014","APB Reloaded","PC","2011","Role-Playing","Iceberg Interactive",0.04,56,5.7,"Reloaded Productions, Reloaded Games Inc."
"14019","Bubble Bobble Double Shot","DS","2007","Puzzle","Rising Star Games",0.04,50,4.8,"Marvelous Entertainment"
"14020","Bionicle Heroes","Wii","2007","Shooter","Eidos Interactive",0.04,52,5.8,"Traveller's Tales"
"14021","Harry Potter and the Order of the Phoenix","PC","2007","Action","Electronic Arts",0.04,63,7.1,"EA Games"
"14024","C.O.R.E.","DS","2009","Shooter","Graffiti",0.04,44,6.9,"NoWay Studio"
"14028","Chaos Wars","PS2","2006","Strategy","Idea Factory",0.04,64,6.9,"Idea Factory"
"14029","Steambot Chronicles","PS2","2005","Role-Playing","505 Games",0.04,74,8.2,"Irem"
"14036","Scaler","GC","2004","Platform","Take-Two Interactive",0.04,69,7.3,"Artificial Mind and Movement"
"14039","Scarface: The World is Yours","PC","2006","Action","Vivendi Games",0.04,73,7.5,"Radical Entertainment"
"14041","Legasista","PS3","2012","Role-Playing","Nippon Ichi Software",0.04,68,6.3,"System Prisma"
"14042","Fatal Fury: Battle Archives Volume 1","PS2","2006","Fighting","Ignition Entertainment",0.04,68,8.3,"SNK Playmore"
"14044","Harry Potter and the Prisoner of Azkaban","PC","2004","Action","Electronic Arts",0.04,67,7.2,"KnowWonder"
"14047","OutRun 2006: Coast 2 Coast","PSP","2006","Racing","Sega",0.04,82,8.1,"Sumo Digital"
"14054","Without Warning","PS2","2005","Shooter","Capcom",0.04,45,6.5,"CiRCLE"
"14059","Napoleon Dynamite: The Game","PSP","2007","Puzzle","Crave Entertainment",0.04,37,4.6,"7 Studios"
"14061","Saints Row 2","PC","2009","Action","THQ",0.04,72,6.8,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre"
"14063","Trine 2","PC","2011","Platform","Focus Home Interactive",0.04,84,8.4,"Frozenbyte, Inc."
"14074","Teenage Zombies: Invasion of the Alien Brain Thingys","DS","2008","Adventure","Ignition Entertainment",0.04,67,8.2,"InLight Entertainment"
"14081","Transport Fever","PC","2016","Simulation","Astragon",0.04,70,7,"Urban Games"
"14083","Homefront: The Revolution","PC","2016","Shooter","Deep Silver",0.04,54,3.5,"Deep Silver Dambuster Studios"
"14085","RLH: Run Like Hell","XB","2003","Shooter","Avalon Interactive",0.04,55,8,"Digital Mayhem"
"14089","Obscure","XB","2004","Adventure","MC2 Entertainment",0.04,66,8.4,"Hydravision"
"14092","Just Dance 2017","XOne","2016","Misc","Ubisoft",0.04,75,8,"Ubisoft Paris"
"14094","Stranger of Sword City","PSV","2015","Role-Playing","Nippon Ichi Software",0.04,71,8,"Experience Inc."
"14099","World of Goo","PC","2008","Puzzle","2D Boy",0.04,90,8.5,"2D Boy"
"14107","Secret Files 2: Puritas Cordis","PC","2009","Adventure","Deep Silver",0.04,64,7.1,"Fusionsphere Systems, Animation Arts"
"14110","Monster Kingdom: Jewel Summoner","PSP","2006","Role-Playing","Sony Computer Entertainment",0.04,66,6.8,"Gaia (Sony)"
"14111","Railroad Tycoon 3","PC","2003","Strategy","Gathering of Developers",0.04,80,7.7,"PopTop Software"
"14122","S.T.A.L.K.E.R.: Clear Sky","PC","2008","Shooter","Deep Silver",0.04,75,7.7,"GSC Game World"
"14128","Painkiller: Hell Wars","XB","2006","Shooter","DreamCatcher Interactive",0.04,68,7.4,"People Can Fly"
"14131","FunkMaster Flex's Digital Hitz Factory","PS2","2003","Misc","Jester Interactive",0.04,71,8.9,"Jester Interactive"
"14141","World in Conflict","PC","2007","Strategy","Vivendi Games",0.04,89,8.1,"Massive Entertainment"
"14155","Pro Cycling Manager 2016","PC","2016","Sports","Focus Home Interactive",0.03,64,4.8,"Cyanide"
"14159","Tomb Raider: Anniversary","PC","2007","Action","Eidos Interactive",0.03,83,8.1,"Nixxes Software"
"14162","Infamous: First Light","PS4","2014","Action","Sony Computer Entertainment",0.03,73,7.5,"Sucker Punch"
"14165","Tour de France 2014","PS4","2014","Sports","Focus Home Interactive",0.03,53,5.1,"Cyanide"
"14166","RedCard 20-03","XB","2002","Sports","Midway Games",0.03,67,9,"Point of View"
"14172","The Night of the Rabbit","PC","2013","Adventure","Daedalic Entertainment",0.03,75,7.5,"Daedalic Entertainment"
"14173","Bounty Hounds","PSP","2006","Action","Namco Bandai Games",0.03,63,6,"Xpec"
"14182","TOCA Race Driver 3","XB","2006","Racing","Codemasters",0.03,84,8,"Codemasters"
"14183","A Game of Thrones: Genesis","PC","2011","Strategy","Focus Home Interactive",0.03,53,4,"Cyanide"
"14189","Silent Scope","GBA","2002","Shooter","Konami Digital Entertainment",0.03,70,8,"Now Production"
"14193","The Cursed Crusade","PC","2011","Action","DTP Entertainment",0.03,55,6,"Kylotonn"
"14194","Hotel Giant 2","PC","2008","Strategy","JoWood Productions",0.03,58,2.5,"Enlight Software"
"14198","DarkStar One","PC","2006","Simulation","Ubisoft",0.03,71,7.2,"Ascaron Entertainment GmbH"
"14207","Hitman: Blood Money","PC","2006","Action","Eidos Interactive",0.03,82,8.8,"Io Interactive"
"14210","Duke Nukem 3D: 20th Anniversary World Tour","PS4","2016","Shooter","Gearbox Software",0.03,77,6.9,"Gearbox Software"
"14211","Section 8","PC","2009","Shooter","SouthPeak Games",0.03,72,7,"TimeGate Studios"
"14213","Sabre Wulf","GBA","N/A","Platform","THQ",0.03,75,8,"Rare Ltd."
"14214","Alpha Protocol","PC","2010","Role-Playing","Sega",0.03,72,7.5,"Obsidian Entertainment"
"14215","Planescape: Torment","PC","1998","Role-Playing","Interplay",0.03,91,9.2,"Black Isle Studios"
"14222","Star Wars Jedi Knight: Jedi Academy","PC","2003","Shooter","Activision",0.03,81,8.6,"Raven Software"
"14223","Red Faction II","GC","2003","Shooter","THQ",0.03,79,7.3,"Cranky Pants Games"
"14228","Battle Engine Aquila","PS2","2003","Shooter","Atari",0.03,73,9,"Lost Toys"
"14230","Special Forces: Nemesis Strike","XB","2005","Shooter","Hip Interactive",0.03,60,6.5,"Asobo Studio"
"14231","Women's Volleyball Championship","PS2","2007","Sports","Spike",0.03,32,4,"Spike"
"14234","Crimson Tears","PS2","2004","Role-Playing","Capcom",0.03,62,7.8,"DreamFactory"
"14235","Battle Assault 3 featuring Gundam Seed","PS2","2004","Action","Namco Bandai Games",0.03,48,8.7,"Natsume"
"14236","WRC: FIA World Rally Championship","PSP","2005","Racing","Sony Computer Entertainment",0.03,67,7.8,"Traveller's Tales"
"14243","Rapala Tournament Fishing!","X360","2006","Sports","Activision",0.03,41,8,"FUN Labs"
"14246","Superstars V8 Racing","PS3","2009","Racing","Black Bean Games",0.03,66,4.9,"Milestone S.r.l"
"14260","JoJo's Bizarre Adventure: Eyes of Heaven","PS4","2015","Fighting","Namco Bandai Games",0.03,61,7.4,"CyberConnect2"
"14271","The Void","PC","2008","Adventure","Mamba Games",0.03,77,8.3,"Ice-Pick Lodge"
"14273","Supreme Ruler: Cold War","PC","2011","Strategy","Paradox Interactive",0.03,63,6.8,"BattleGoat Studios"
"14274","Rise of Nations: Rise of Legends","PC","2006","Strategy","Microsoft Game Studios",0.03,84,8.5,"Big Huge Games"
"14275","The Sum of All Fears","GC","2003","Shooter","Ubisoft",0.03,36,3.4,"Ubisoft Shanghai"
"14277","Yumi's Odd Odyssey","3DS","2013","Platform","Agatsuma Entertainment",0.03,74,7.7,"Studio Saizensen"
"14283","EverBlue 2","PS2","2002","Adventure","Capcom",0.03,59,7.5,"Arika"
"14296","Electroplankton","DS","2005","Misc","Nintendo",0.03,71,7,"Indies Zero"
"14309","FIFA World Cup: Germany 2006","GBA","2006","Sports","Electronic Arts",0.03,57,6.9,"EA Canada"
"14311","Earthworm Jim 2","GBA","2002","Platform","Vivendi Games",0.03,45,5.7,"Super Empire"
"14313","Dungeon Maker: Hunting Ground","PSP","2006","Role-Playing","Global A Entertainment",0.03,70,6.4,"Global A"
"14317","MotoGP","PSP","2006","Racing","Sony Computer Entertainment",0.03,69,7.1,"Namco Bandai Games"
"14324","Apache: Air Assault","PC","2010","Simulation","Just Flight",0.03,64,7.5,"Gaijin Entertainment"
"14329","Call of Juarez: Bound in Blood","PC","2009","Shooter","Ubisoft",0.03,78,8,"Techland"
"14331","Red Faction: Guerrilla","PC","2009","Shooter","THQ",0.03,82,7.5,"Volition Inc., Reactor Zero"
"14342","Deus Ex: Mankind Divided","PC","2016","Role-Playing","Square Enix",0.03,83,6.1,"Eidos Montreal, Nixxes Software"
"14345","Astonishia Story","PSP","2006","Role-Playing","Ubisoft",0.03,48,4.9,"Sonnori"
"14349","Prince of Persia: The Forgotten Sands","PC","2010","Action","Ubisoft",0.03,75,6.6,"Ubisoft Montreal"
"14368","RACE On","PC","2009","Racing","bitComposer Games",0.03,73,8.2,"SimBin"
"14378","Song of the Deep","PC","2016","Action","Insomniac Games",0.03,73,6.3,"Insomniac Games"
"14380","The Binding of Isaac","PC","2012","Action","Unknown",0.03,84,8.3,"Edmund McMillen, Florian Himsl"
"14386","Tork: Prehistoric Punk","XB","2005","Platform","Microsoft Game Studios",0.03,62,6.2,"Tiwak"
"14391","Overlord II","PC","2009","Action","Codemasters",0.03,79,8.1,"Triumph Studios"
"14399","Jikandia: The Timeless Land","PSP","2010","Role-Playing","Idea Factory",0.03,60,7.2,"Opus Studio"
"14402","Toy Shop","DS","2008","Simulation","Majesco Entertainment",0.03,31,5.4,"Gameinvest, Seed Studios, Lda"
"14403","DiRT Rally","PC","2016","Racing","Codemasters",0.03,86,8.7,"Codemasters"
"14404","Trials Fusion","PC","2014","Racing","Ubisoft",0.03,80,6.8,"RedLynx"
"14405","SuperCar Challenge","PS3","2009","Racing","System 3 Arcade Software",0.03,65,7.8,"System 3"
"14407","Prison Architect","PS4","2016","Action","Introversion Software",0.03,80,8,"Introversion, Double Eleven"
"14424","Sorcery Saga: The Curse of the Great Curry God","PSV","2013","Role-Playing","Rising Star Games",0.03,65,7.3,"Zerodiv"
"14428","Dance Factory","PS2","2006","Action","Codemasters",0.03,56,5.8,"Broadsword Interactive"
"14437","The Legend of Heroes III: Song of the Ocean","PSP","2006","Role-Playing","Namco Bandai Games",0.03,58,6.1,"Microvision"
"14438","Combat Mission: Shock Force","PC","2007","Strategy","Paradox Interactive",0.03,62,3.3,"Big Time Software"
